user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
taylor she/hers,"Nacogdoches, TX",•illustrator based in Texas  • 21 • website • shop • videos (linked below),2020-04-04 20:59:12,146,119,597,False,2022-01-20 23:55:47,You know that what’s in my bag trend? Okay so that but me at home sick with Covid. #whatsinmybag #sick #covid #illustration #smallartist #procreate #procreateart https://t.co/WzfbJs4TIb,"['whatsinmybag', 'sick', 'covid']",Twitter for iPhone,False
🚀🚀Elon'sTendies🚀🚀,,"TechnoKing of TruRevMMA.  Dingocoin HODLer. NFT dabbler. 

Silver Fox: dadself/hotself",2020-12-24 06:36:18,131,449,5127,False,2022-01-20 23:55:35,"When you want to do your buddy a solid but #Omegatron be creepin.

#covid #comorboobities https://t.co/K0DuUlO8F7","['Omegatron', 'covid', 'comorboobities']",Twitter for Android,False
Cui Bono | Free Range Human,Psyopville,"Political Atheist. Student of real history. Not above scalping profits from the creatures of Jekyl Island in order to survive.
Cui Bono? Who benefits?",2021-02-11 14:21:15,139,517,20177,False,2022-01-20 23:55:29,Why did the UK just drop all #covid measures... https://t.co/W4WkUcsnfy,['covid'],Twitter for Android,False
Grand Opportunity USA - GOUSA,The United States of America,"We promote the principles of Unity, Liberty & Opportunity for All. Engaging tomorrow's leaders, unifying America, and reforming the GOP. #Opportunity4USA",2021-01-29 16:25:45,298,893,488,False,2022-01-20 23:55:08,"One year later, Joe Biden has still failed to defeat COVID.

#GOUSA #USA #COVID #COVID19 #BIDENSAMERICA","['GOUSA', 'USA', 'COVID', 'COVID19', 'BIDENSAMERICA']",Hootsuite Inc.,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 23:55:03,US State Population Distribution by County  For MA   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/VrgRShsGyy,,smcapplication,False
"John Paul Moran, Founder & CEO, GOUSA",Massachusetts,"Former Candidate for Congress & Founder GOUSA. Populist Movement for American Principles of Unity, Liberty and Opportunity for All & Reforming the GOP #GOUSA",2015-12-24 20:04:26,13464,4515,2972,False,2022-01-20 23:54:39,"One year later, Joe Biden has still failed to defeat COVID.

#GOUSA #USA #COVID #COVID19","['GOUSA', 'USA', 'COVID', 'COVID19']",Hootsuite Inc.,False
Tomthunkit™,In Your Mind Now,Tomthunkit's Mind Diner is open 24/7. All-you-can-eat smorgasbord of hand-picked deliciously sweet tweets for your political palate. Invest ($) in your future,2011-04-28 01:56:15,89746,71550,29855,False,2022-01-20 23:54:15,Voters in Trump counties far more likely to die of #Covid  https://t.co/eVGY0VUQcb 01,['Covid'],The Social Jukebox,False
Murat ERTÜRK,Vatican City,"Don't Let the system get you down !
Blockchain is freedom !
""Cahillerden yüz cevir""
#decentralized #defi 
illa #EDEP 🐱❤💛",2009-09-21 11:46:00,155,363,20993,False,2022-01-20 23:54:06,#covid-19 #demans #Alzheimer #optimization ''brain digitalization'' ''meta'' ''block'' #blockchain go #btc ''neuralink'' ? what is matrix ?,"['covid', 'demans', 'Alzheimer', 'optimization', 'blockchain', 'btc']",Twitter Web App,False
Jan Jekielek,"New York, New York",Senior Editor @EpochTimes 👉 https://t.co/7ztUYGbaYl; Host @AmThoughtLeader 👉 https://t.co/ayj0kiHsjQ; Film👉 https://t.co/Kaf9ohTLbz; American exceptionalist Canadian 🇨🇦🇺🇸🇵🇱🇭🇰🇹🇼,2008-08-04 06:48:22,60576,5055,17453,False,2022-01-20 23:53:57,"""It would seem that we're training for a society of permanent infantilization…You've got to ask yourself, why are these things being hammered at us?""
 
Thomas Harrington argues #COVID policies infantilize people.
 
🔴WATCH on @EpochTV👉 https://t.co/yCv9WRUkpw https://t.co/GOegF1oz9i",,Twitter Media Studio,False
Cui Bono | Free Range Human,Psyopville,"Political Atheist. Student of real history. Not above scalping profits from the creatures of Jekyl Island in order to survive.
Cui Bono? Who benefits?",2021-02-11 14:21:15,139,517,20177,False,2022-01-20 23:53:55,"#FOIA 
UK Freedom Of Information Act 
#Covid

Average age of death: 81.5

I rest my case.

Link 👇 https://t.co/KTZfugbsr0","['FOIA', 'Covid']",Twitter for Android,False
Lisa Richardson MD,Toronto | Image by Ning Teevee,Gen Int Med | Associate Dean Inclusion & Diversity @uoftmedicine | Strat Lead Indigenous Health @WCHospital⎜Med Ed | Mixed Anishinaabe | Tweets mine | She/her,2019-08-23 23:57:28,20667,563,10512,True,2022-01-20 23:53:40,I am more committed than ever to vaccine outreach after observing the panic and terror in people with #covid who struggle to breathe despite being on maximal amounts of oxygen. It’s haunting.,['covid'],Twitter for iPhone,False
Alex “Tiffani-Amber” Shumway,,"Left-winging atheist who hasn’t taken HCQ, nor Ivermectin, but is pfully vaxxed and pfeelling pfine!",2013-05-30 00:06:18,69,130,3626,False,2022-01-20 23:53:22,"Why are #Biden’s approval ratings low? Bc ppl think he does everything in a vacuum.

• Unvaxxed ppl dying from #COVID?
• #BBB not passing?
• #VotingRights not passing?
None of that is his fault.

This country is in dire need of #52Senators and high school civics courses.",['Biden'],Twitter for iPhone,False
John Guardiano,"Arlington, Virginia","Writer, Analyst, Investor, Observer——Vaccines yes; masks no. Science yes; public health authorities no. The American people yes; the politicians no.",2009-12-14 19:53:15,1059,938,332,False,2022-01-20 23:53:13,"https://t.co/7zA2xR0VLZ @GovRonDeSantis was the leader America needed &amp; deserved during the #COVID pandemic, but the #media will never give him his due.",['COVID'],TweetDeck,False
Jay,Canada,,2022-01-02 21:43:03,0,32,3,False,2022-01-20 23:53:08,At this point I’ll vote for anyone who says they’ll get rid of all restrictions #BoosterJab #fullyVaxxed #vaxxed #EnoughIsEnough #covid #lifetolive #NoVaccineMandates,"['BoosterJab', 'fullyVaxxed', 'vaxxed']",Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 23:52:58,US State Population Distribution by County  For MA   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/jy93cLbZPv,,smcapplication,False
LORD ♛ Sir Thomas Wynn ⚫️,,"Lord of Aberdeenshire Scotland, Grandfather, retired Dep Principal, music editor & arranger, blogger, author, geek, historian, (modest) & slightly psychic!",2020-03-16 23:48:44,2107,263,256,False,2022-01-20 23:52:51,"The Perrottet Govt has confirmed that the 2022 state by-elections will take place on February 12th.

It's a big day for NSW Labor. 

They'll be contesting 3 of the by-elections and asking voters to send a message to Perrottet about his failure to protect NSW from #covid https://t.co/nxzSrgGPRn",,Twitter for iPad,False
"Allison Neitzel, MD",,"#MKE grown #doctor @tuftsuniversity and @medicalcollege, #misinformationkills #vaccinessavelives, she/her #blm #womeninmedicine, thoughts=my own",2021-02-20 00:31:49,226,1243,598,False,2022-01-20 23:52:46,@BrigadeCorona @A_Sane_Skeptic @LanceSKilgore @pjputh @stkirsch @CDCgov @MythinformedMKE @joerogan @AaronRodgers12 @ACLUofWisconsin @katiekirsch @IvankaTrump @SDECoxHealth So I’ve given #ivermectin to indigenous kids in Panama. W/ actual worm diseases. Works a treat. But for #covid there is clearly no room for it in treatment guidelines. Had it worked out @stkirsch and @treatearly would have stood to make a TON of $$$. Vaccines are better &amp; cheaper,,Twitter for iPhone,False
What Makes You Smarter #PODCAST,,What Makes You Smarter #PODCAST #WhatMakesYouSmarter @KeysDAN Social Media,2020-01-23 17:57:12,11,0,0,False,2022-01-20 23:52:45,"2022-01-20 Ten Things You Need To Know Today #PODCAST #WhatMakesYouSmarter @KeysDAN 
https://t.co/1EDaA5j2Pt https://t.co/HgKfffIkCP https://t.co/M37kj9Ek8s 
#podcast #podcasting #podcasts #spotify #podcastlife #podcaster #podcastersofinstagram #radio #music #youtube #covid","['PODCAST', 'WhatMakesYouSmarter']",TweetDeck,False
KeysDAN Show #PODCAST #KeysDANShow @KeysDAN,,KeysDAN Show #PODCAST #KeysDANShow @KeysDAN https://t.co/dgbTPVBGHI,2019-07-23 01:51:54,49,0,0,False,2022-01-20 23:52:41,"2022-01-20 Ten Things You Need To Know Today #PODCAST #WhatMakesYouSmarter @KeysDAN 
https://t.co/dZwbOSJzIo https://t.co/htb5DNLR7w https://t.co/mT5ShpJhSF 
#podcast #podcasting #podcasts #spotify #podcastlife #podcaster #podcastersofinstagram #radio #music #youtube #covid","['PODCAST', 'WhatMakesYouSmarter']",TweetDeck,False
Radio WHAT,,Tell your story on my #Podcast. #WhatMakesYouFamous call 501.470.6386 and leave a message @KeysDAN @MakesFamous https://t.co/RMzmcsXzwT,2011-04-18 06:03:44,6337,5991,0,False,2022-01-20 23:52:35,"2022-01-20 Ten Things You Need To Know Today #PODCAST #WhatMakesYouSmarter @KeysDAN 
https://t.co/jTWDGLMizF https://t.co/c8iXsKkmYW https://t.co/PtgEbOrzNt 
#podcast #podcasting #podcasts #spotify #podcastlife #podcaster #podcastersofinstagram #radio #music #youtube #covid","['PODCAST', 'WhatMakesYouSmarter']",TweetDeck,False
KeysDAN,,Take a listen to https://t.co/ZmqEk2kdb4 Call 501-470-6386 or check out https://t.co/kX9gxJc6CW #DJ from South #Florida now in #Arkansas @RadioWHATTwit 501.470.6386,2009-02-17 20:27:51,2199,2061,1,False,2022-01-20 23:52:31,"2022-01-20 Ten Things You Need To Know Today #PODCAST #WhatMakesYouSmarter @KeysDAN 
https://t.co/MYD3AkMOx6 https://t.co/lqJrDfeie1 https://t.co/MKcK96HVFz 
#podcast #podcasting #podcasts #spotify #podcastlife #podcaster #podcastersofinstagram #radio #music #youtube #covid","['PODCAST', 'WhatMakesYouSmarter']",TweetDeck,False
GjustG 😷,3rd rock from the sun,"@Jlin7 fan. Liberal. ""You must be the change you wish to see in the world"" ~Mahatma Gandhi. ""Life is not fair b/c too many ignore too much"" ~ me",2017-01-10 20:49:51,734,1492,117938,False,2022-01-20 23:51:42,"#Youngkin medical advice. I mean who needs to know about #covid in the early stages. Better to let it fester until #monoclonals #antivirals and simple treatments won’t work and you require full blown expensive hospital care. Does he have stock in oxygen tanks, ambulances,coffins? https://t.co/JCARMYpuYQ","['Youngkin', 'covid']",Twitter for iPhone,False
iNFOnews Kelowna,Kelowna,The official Twitter account for iNFOnews Kelowna online news publication.,2012-12-11 19:46:44,1591,78,1,False,2022-01-20 23:51:16,"COVID hospitalizations in B.C. continue to climb, hitting 891 #COVID https://t.co/w4tv64Qu6M https://t.co/i7mlDi8Q3Y",['COVID'],Infotel Multimedia News,False
iNFOnews Penticton,Penticton,The official Twitter account for iNFOnews Penticton online news publication.,2012-12-18 20:26:21,732,190,0,False,2022-01-20 23:51:15,"COVID hospitalizations in B.C. continue to climb, hitting 891 #COVID https://t.co/jAfObRCFar https://t.co/DlPtJ4HYLk",['COVID'],Infotel Multimedia News,False
iNFOnews Vernon,"Vernon, B.C.",The official Twitter account for InfoTel News Vernon online news publication.,2012-12-11 20:09:33,1504,961,0,False,2022-01-20 23:51:15,"COVID hospitalizations in B.C. continue to climb, hitting 891 #COVID https://t.co/Lofw08Lnzp https://t.co/225ZfPxeXC",['COVID'],Infotel Multimedia News,False
iNFOnews Kamloops,"Kamloops, B.C.",The official Twitter account for iNFOnews Kamloops' online news publication.,2012-12-11 20:25:35,5248,223,8,False,2022-01-20 23:51:14,"COVID hospitalizations in B.C. continue to climb, hitting 891 #COVID https://t.co/7DbDhemHcy https://t.co/2g2QwY4RGx",['COVID'],Infotel Multimedia News,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 23:51:00,US State Population Distribution by County  For MD   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/ZQGnxPquci,,smcapplication,False
MrChuckFinley,Arkham City,there's a jungle cat in the bathroom,2019-12-31 00:59:40,14,51,365,False,2022-01-20 23:50:46,#MUSICNEWS  ##NEWSFLASH #Adele #Cancels Her #LasVegas #Residency #Due to #COVID Setbacks on Crew https://t.co/8PMHeV5NOk,"['MUSICNEWS', 'NEWSFLASH', 'Adele', 'Cancels', 'LasVegas', 'Residency', 'Due', 'COVID']",Twitter for Android,False
In Poor Taste 🥒,"Pittsburgh, PA","A podcast parody podcast. Two dudes trying - and failing - to make it in the podcasting world. https://t.co/JH4jQipt6V  #🥒

Cis men. Pronoun: He.
Allies.",2015-08-11 03:15:43,2611,3416,40879,False,2022-01-20 23:50:39,"Went to Twitter jail for sarcastically telling a right winger to take the bullshit COVID ""remedies"" they spout.

Twitter said I was ""encouraging suicide"".

The Derp Wing is literally attempting to kill themselves.

#COVID  #GetVaccinated #WearAMask #SociallyDistance",,Twitter Web App,False
Steppin' Out Radio,,Steppin' Out Radio is a reality radio show featuring real people sharing their true stories of substance abuse & recovery from all addictions.,2011-03-08 05:03:42,629,719,221,False,2022-01-20 23:49:43,"Marianne thinks that even if she never picked up a drink, she would still be an alcoholic. She’s not sure of when her first drink happened, but alcohol was always present in her home https://t.co/HXoziEKbgx #soberaf #recoveryposse #covid #odaat",,Revive Social App,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 23:49:16,US State Population Distribution by County  For MD   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/NxZqN4WJnx,,smcapplication,False
Jock Doubleday,,"Writer, director. Completing my fourth musical, ""Aldan Gable, Hero,"" a fairytale written for the screen.",2008-09-30 16:15:36,1277,1263,4291,False,2022-01-20 23:48:56,Those who do research know the truth about vaccines and masks. Those who don't do research get vaccinated and wear masks. #vaccines #masks #slaves #poisoncontrol #COVID #COVID19 https://t.co/Y9QFIkvTD5,,Twitter Web App,False
El Regus,Orlando Florida,,2013-09-09 19:06:06,257,1964,645,False,2022-01-20 23:48:29,"Now playing  - Danza Kuduro Official Extended Don Omar ftLucenzo, Daddy YankeeandArcángel Dj ProMyk remix.mp3
Listen here: https://t.co/IPbkWKcYff #amor #aragua #venezolanos #covid #lara #venezolanosenchile #ventas #salud #ccs #cuare...",,Airtime Pro,False
.michelle bamborough,Sydney,"Rich life, amateur everything, above all a mother, dabbling in knowledge for the greater good For some reason politics takes alot of my thoughts",2014-10-31 22:14:06,2379,4944,64994,False,2022-01-20 23:48:16,@TimLonghurst The otherwise strong and healthy elder I knew died from #covid at 4am this morning thanks to #LetItRipDom #auspol,"['covid', 'LetItRipDom', 'auspol']",Twitter for iPhone,False
Zandra Jo Galván,"Greenfield, CA","Greenfield USD Supt, CALSA President & ELITE team member dedicated to the arduous task of saving student lives!❤️#ALLmeansALL #GUSD #Latinx ACSA BoD-AASA mentor",2015-02-12 16:15:49,3756,1278,75218,False,2022-01-20 23:48:03,"New Cal/OSHA Emergency Temporary Standards Are In Effect - Changes Made to Criteria for Exclusion &amp; Return to Work &amp; Schools for COVID-19 Cases &amp; Close Contacts
https://t.co/rvuPGykyPw…
#cdflaborlaw #covid #covid19legalupdate #calosha #covidcompiance https://t.co/SliTFhq453 https://t.co/rBHa0gl3aO",,Twitter for iPhone,False
Nathan Joyner,"Los Angeles, CA",Global Venture Captial and Private Equity/Business Development Professional,2015-05-18 20:52:29,46,11,760,False,2022-01-20 23:47:41,US State Population Distribution by County  For ME   2022-01-18:  Covid Insights From Our Analytics Team and USAFacts #datavisualization #datascience #analytics #health #data #covid19 #publichealth #covid #omicron #globalhealth https://t.co/EdirhLUWo7,,smcapplication,False
Palliative Care Australia,Canberra,"PCA is the national peak body for palliative care, representing all those who work towards high-quality palliative care for all Australians.",2011-05-16 07:14:12,7028,1881,9369,False,2022-01-20 23:47:26,"PCA eNews 21 January 2022 - View PCA's 'It's everyone's right' campaign | PCA Chair @meera_agar talks to @abcnews on #palliative strain due to #COVID-19 surge, and need for improved access in rural and remote areas.

https://t.co/Z3EsLPwPvX https://t.co/rovIFIwsuK",,Mailchimp,False
El Regus,Orlando Florida,,2013-09-09 19:06:06,257,1964,645,False,2022-01-20 23:46:59,"Now playing  - Danza Kuduro Official Extended Don Omar ftLucenzo, Daddy YankeeandArcángel Dj ProMyk remix.mp3
Listen here: https://t.co/GdJ2b5W2AP #model #explore #picoftheday #nj #nycphotographer #longisland #covid #food #summer #s...",,Airtime Pro,False
WE R THE JURY,,"NUMBER 1 JOB OF THE JURY - DISPENSE JUSTICE 
.
THE JURY HAS UNQUESTIONABLE AND INCREDIBLE  POWER 
.
IT'S THE BEST KEPT SECRET IN #USA",2021-10-14 20:15:24,129,585,1144,False,2022-01-20 23:46:57,"@KenPaxtonTX 
EVERY COVID CRIME
EVERY COVID COVER UP
EVERY COVID MONEY LAUNDERING
EVERY COVID MALPRACTICE 
EVERY COVID CORRUPTION 
.
BING THEM TO ME ...  A JURY !
.
#USA #NFL #NBA #NBAAllStar #COVID",,Twitter Web App,False
Walking 4 EU,London,"Just respect life and always be fair to others. I hate everything about this useless Tory Government, everything they stands for and all their lies.",2020-10-21 22:18:52,490,1092,2382,False,2022-01-20 23:46:47,"There's a rich businessman on #bbcqt who seems only to be worried about rich businessmen, but not the people or the laws to respect health and life. 2,000 people are dying every week in UK due to #Covid - they all have families",['bbcqt'],Twitter Web App,False
Lunarteddy,Catland,On the side of Right but not on the Right. Also like Social & Medical History cats Music Americana. I’m Catholic and Pro Life. Love flowers,2010-12-22 20:05:12,11075,4085,59667,False,2022-01-20 23:46:45,"I haven’t got #Covid. Just horrible virus ‘Covid, other viruses are available’ 😹😹😹",['Covid'],Twitter for iPad,False
Trance Blackman,Vancouver Island,"Music, words, and photography. An artist, and a truth seeking wanderer. A writer challenging established narratives. A man walking unsteadily toward wisdom.",2019-10-28 18:19:02,84,488,2124,False,2022-01-20 23:46:40,Transitions https://t.co/zqrU92TsM3 #consciousness #covid #love #paradigmshift #sovereignty #unity,"['consciousness', 'covid', 'love', 'paradigmshift', 'sovereignty', 'unity']",Revive Social App,False
The Sinking Titanic,"Halifax, Nova Scotia","But she can't sink! It floats, annnnd now it's gone. Photos and videos of a modified Hughes and Santini rare Submersible Titanic.",2015-10-30 23:36:13,66,219,26290,False,2022-01-20 23:46:19,"In #England and Wales, deaths solely attributed to #COVID (no other health issues) in 2020-2021 (2 years) was only 17,371 - there is no justification for the #hysteria that this #virus has caused https://t.co/Wbl6bKc7AS","['England', 'COVID']",Twitter Web App,False
✨Lady Glitter Sparkles ✨,,,2021-02-09 17:23:27,24,119,5123,False,2022-01-20 23:46:16,Can we assume @TheDemocrats will cheat their way and tell #americans they need a #VaccinePassport to #vote? #covid #VoteThemAllOut2022 #NoVaccineMandates #PlanB #Cheater #Biden,"['americans', 'VaccinePassport', 'vote', 'covid']",Twitter for iPhone,False
Thestia,"Colorado, USA","Answers provided but not guaranteed.  Unabashed liberal.
Trolls & scammers will be eaten. DMs ignored.
#Blue #NoApologies",2020-08-31 09:56:04,461,678,9234,False,2022-01-20 23:45:29,I took a flu 💉 shot yesterday. My arm hurts a lot more than any of the three #Covid shots I've had.,['Covid'],Twitter for Android,False
